"URL d'accès au document";"Type de document";"Titre";"Auteurs";"Contributeur";"Éditeurs";"Date d'édition";"Description";"Nombre de Vues";"Provenance";"Droits";"Ark Catalogue"
"https://gallica.bnf.fr/ark:/12148/bpt6k6524520p";"texte -- text -- publication en série imprimée -- printed serial";"Bulletin paroissial de Lorette";"";"";" (Saint-Étienne)";"1914-07";" juillet 1914 -- 1914/07 (A7,N9). --  -- Appartient à l’ensemble documentaire : GG14181 -- Appartient à l’ensemble documentaire : RhoneAlp1";"111";"Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, BP-1 (LORETTE)";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb42749432p -- https://gallica.bnf.fr/ark:/12148/cb42749432p/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k2416375";"texte -- text -- publication en série imprimée -- printed serial";"Le Temps";"";"Nefftzer, Auguste (1820-1876). Fondateur de la publication. Directeur de publication -- Hébrard, Adrien (1833-1914). Directeur de publication";" (Paris)";"1913-12-03";"03 décembre 1913 -- 1913/12/03 (Numéro 19144). --  -- Appartient à l’ensemble documentaire : FranceJp0 -- Appartient à l’ensemble documentaire : BnPlCo00";"137484";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431794k -- https://gallica.bnf.fr/ark:/12148/cb34431794k/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k241873n";"texte -- text -- publication en série imprimée -- printed serial";"Le Temps";"";"Nefftzer, Auguste (1820-1876). Fondateur de la publication. Directeur de publication -- Hébrard, Adrien (1833-1914). Directeur de publication";" (Paris)";"1914-07-23";"23 juillet 1914 -- 1914/07/23 (Numéro 19374s). --  -- Appartient à l’ensemble documentaire : FranceJp0 -- Appartient à l’ensemble documentaire : BnPlCo00";"137484";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431794k -- https://gallica.bnf.fr/ark:/12148/cb34431794k/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k290150k";"texte -- text -- publication en série imprimée -- printed serial";"Figaro : journal non politique";"";"Villemessant, Hippolyte de (1810-1879). Directeur de publication -- Jouvin, Benoît (1810-1886). Directeur de publication";" (Paris)";"1913-12-01";"01 décembre 1913 -- 1913/12/01 (Numéro 335). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"164718";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34355551z -- https://gallica.bnf.fr/ark:/12148/cb34355551z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k9921229";"texte -- text -- publication en série imprimée -- printed serial";"Bulletin de la Société Victor Hugo : association littéraire";"Société Victor Hugo. Auteur du texte";"";" (Paris)";"1914-04";" avril 1914 -- 1914/04. -- ";"";"Bibliothèque nationale de France, département Littérature et art, FOL-Z-1070";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32724935c -- https://gallica.bnf.fr/ark:/12148/cb32724935c/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7653115z";"texte -- text -- publication en série imprimée -- printed serial";"Comoedia / rédacteur en chef : Gaston de Pawlowski";"";"Pawlowski, Gaston de (1874-1933). Directeur de publication";" (Paris)";"1913-01-22";"22 janvier 1913 -- 1913/01/22 (A7,N1939). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-123";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32745939d -- https://gallica.bnf.fr/ark:/12148/cb32745939d/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k241875d";"texte -- text -- publication en série imprimée -- printed serial";"Le Temps";"";"Nefftzer, Auguste (1820-1876). Fondateur de la publication. Directeur de publication -- Hébrard, Adrien (1833-1914). Directeur de publication";" (Paris)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (Numéro 19375s). --  -- Appartient à l’ensemble documentaire : FranceJp0 -- Appartient à l’ensemble documentaire : BnPlCo00";"137484";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431794k -- https://gallica.bnf.fr/ark:/12148/cb34431794k/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4588067v";"texte -- text -- publication en série imprimée -- printed serial";"Journal de Ruffec : Aigre, Mansle, Villefagnan [\"puis\" républicain régional... \"puis\" journal républicain indépendant de l'arrondissement \"puis\" organe d'informations & de rénovation nationale...]";"";"";" (Ruffec)";"1913-04-13";"13 avril 1913 -- 1913/04/13 (N15). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JO-86067";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327988105 -- https://gallica.bnf.fr/ark:/12148/cb327988105/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k50674006";"texte -- text -- publication en série imprimée -- printed serial";"Le Petit Guelma : journal républicain progressiste";"";"";" (Guelma)";"1913-12-06";"06 décembre 1913 -- 1913/12/06 (A50,N2653). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JO-87695";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32836476f -- https://gallica.bnf.fr/ark:/12148/cb32836476f/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k45880725";"texte -- text -- publication en série imprimée -- printed serial";"Journal de Ruffec : Aigre, Mansle, Villefagnan [\"puis\" républicain régional... \"puis\" journal républicain indépendant de l'arrondissement \"puis\" organe d'informations & de rénovation nationale...]";"";"";" (Ruffec)";"1913-05-18";"18 mai 1913 -- 1913/05/18 (N20). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JO-86067";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327988105 -- https://gallica.bnf.fr/ark:/12148/cb327988105/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k758316c";"texte -- text -- publication en série imprimée -- printed serial";"L'Action française : organe du nationalisme intégral / directeur politique : Henri Vaugeois ; rédacteur en chef : Léon Daudet";"Action française. Auteur du texte";"Vaugeois, Henri (1864-1916). Directeur de publication -- Daudet, Léon (1867-1942). Directeur de publication -- Maurras, Charles (1868-1952). Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (Numéro 95). -- ";"57453";"Bibliothèque nationale de France, département Droit, économie, politique, GR FOL-LC2-6354";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb326819451 -- https://gallica.bnf.fr/ark:/12148/cb326819451/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k65597675";"texte -- text -- publication en série imprimée -- printed serial";"Jardin des modes nouvelles";"";"";" (Paris)";"1913-01-15";"15 janvier 1913 -- 1913/01/15 (A2,N1). -- ";"647";"Ville de Paris / Bibliothèque Forney, 2013-310243";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344212255 -- https://gallica.bnf.fr/ark:/12148/cb344212255/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7539644g";"texte -- text -- publication en série imprimée -- printed serial";"Gil Blas / dir. A. Dumont";"";"Dumont, Auguste (1816-1885). Directeur de publication -- Gugenheim, Eugène (1857-1921). Directeur de publication -- Mortier, Pierre (1882-1946). Directeur de publication";" (Paris)";"1913-01-22";"22 janvier 1913 -- 1913/01/22 (N13124,A35). -- ";"53031";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-209";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344298410 -- https://gallica.bnf.fr/ark:/12148/cb344298410/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7552568x";"texte -- text -- publication en série imprimée -- printed serial";"Le Rappel / directeur gérant Albert Barbieux";"";"Barbieux, Albert. Directeur de publication";" (Paris)";"1914-07-23";"23 juillet 1914 -- 1914/07/23 (N16231). --  -- Appartient à l’ensemble documentaire : BnPlCo00";"79956";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-43";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328479063 -- https://gallica.bnf.fr/ark:/12148/cb328479063/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5708476";"texte -- text -- publication en série imprimée -- printed serial";"Le Matin : derniers télégrammes de la nuit";"";"Edwards, Alfred (1856-1914). Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (Numéro 10995). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"123753";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328123058 -- https://gallica.bnf.fr/ark:/12148/cb328123058/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4720527d";"texte -- text -- publication en série imprimée -- printed serial";"Paris-midi : seul journal quotidien paraissant à midi / dir. Maurice de Waleffe";"";"De Waleffe, Maurice (1874-1946). Directeur de publication";" (Paris)";"1914-02-12";"12 février 1914 -- 1914/02/12 (A4,N1104). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-229";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32832672n -- https://gallica.bnf.fr/ark:/12148/cb32832672n/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k47205245";"texte -- text -- publication en série imprimée -- printed serial";"Paris-midi : seul journal quotidien paraissant à midi / dir. Maurice de Waleffe";"";"De Waleffe, Maurice (1874-1946). Directeur de publication";" (Paris)";"1914-02-09";"09 février 1914 -- 1914/02/09 (A4,N1101). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-229";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32832672n -- https://gallica.bnf.fr/ark:/12148/cb32832672n/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7649523g";"texte -- text -- publication en série imprimée -- printed serial";"Comoedia / rédacteur en chef : Gaston de Pawlowski";"";"Pawlowski, Gaston de (1874-1933). Directeur de publication";" (Paris)";"1913-11-23";"23 novembre 1913 -- 1913/11/23 (A7,N2244). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-123";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32745939d -- https://gallica.bnf.fr/ark:/12148/cb32745939d/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4602201z";"texte -- text -- publication en série imprimée -- printed serial";"Excelsior : journal illustré quotidien : informations, littérature, sciences, arts, sports, théâtre, élégances";"";"Lafitte, Pierre (1872-1938). Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (A5,N1237). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-228";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32771891w -- https://gallica.bnf.fr/ark:/12148/cb32771891w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7523886c";"texte -- text -- publication en série imprimée -- printed serial";"La Lanterne : journal politique quotidien";"";"Flachon, Victor. Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (N13497,A37). -- ";"86207";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-54";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328051026 -- https://gallica.bnf.fr/ark:/12148/cb328051026/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k273224q";"texte -- text -- publication en série imprimée -- printed serial";"Le Figaro. Supplément littéraire du dimanche";"";"";" (Paris)";"1913-05-17";"17 mai 1913 -- 1913/05/17 (Numéro 20). -- ";"7461";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb343599097 -- https://gallica.bnf.fr/ark:/12148/cb343599097/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7574759t";"texte -- text -- publication en série imprimée -- printed serial";"Le XIXe siècle : journal quotidien politique et littéraire / directeur-rédacteur en chef : Gustave Chadeuil";"";"Chadeuil, Gustave (1821-1896). Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (N16122). --  Note : GG14181. -- Appartient à l'ensemble documentaire : GG14181";"68249";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-199";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32757974m -- https://gallica.bnf.fr/ark:/12148/cb32757974m/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k75748684";"texte -- text -- publication en série imprimée -- printed serial";"Le XIXe siècle : journal quotidien politique et littéraire / directeur-rédacteur en chef : Gustave Chadeuil";"";"Chadeuil, Gustave (1821-1896). Directeur de publication";" (Paris)";"1914-07-23";"23 juillet 1914 -- 1914/07/23 (N16231). --  Note : GG14181. -- Appartient à l'ensemble documentaire : GG14181";"68249";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-199";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32757974m -- https://gallica.bnf.fr/ark:/12148/cb32757974m/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5805206n";"texte -- text -- publication en série imprimée -- printed serial";"Les Annales politiques et littéraires : revue populaire paraissant le dimanche / dir. Adolphe Brisson";"";"";" (Paris)";"1913-11-16";"16 novembre 1913 -- 1913/11/16 (A31,N1586). --  Note : ESSEMENT. -- Appartient à l’ensemble documentaire : Pam1";"42932";"Bibliothèque nationale de France, département Collections numérisées, 2009-34518";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34429261z -- https://gallica.bnf.fr/ark:/12148/cb34429261z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7530793h";"texte -- text -- publication en série imprimée -- printed serial";"Gil Blas / dir. A. Dumont";"";"Dumont, Auguste (1816-1885). Directeur de publication -- Gugenheim, Eugène (1857-1921). Directeur de publication -- Mortier, Pierre (1882-1946). Directeur de publication";" (Paris)";"1913-12-26";"26 décembre 1913 -- 1913/12/26 (N13458,A35). -- ";"53031";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-209";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344298410 -- https://gallica.bnf.fr/ark:/12148/cb344298410/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k2903854";"texte -- text -- publication en série imprimée -- printed serial";"Figaro : journal non politique";"";"Villemessant, Hippolyte de (1810-1879). Directeur de publication -- Jouvin, Benoît (1810-1886). Directeur de publication";" (Paris)";"1914-07-23";"23 juillet 1914 -- 1914/07/23 (Numéro 204). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"164718";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34355551z -- https://gallica.bnf.fr/ark:/12148/cb34355551z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7596749m";"texte -- text -- publication en série imprimée -- printed serial";"L'Homme libre : journal quotidien du matin / rédacteur en chef, Georges Clemenceau ; directeur, Fr. Albert";"";"Clemenceau, Georges (1841-1929). Rédacteur";" (Paris)";"1913-10-06";"06 octobre 1913 -- 1913/10/06 (A1,N155). -- ";"28718";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-230";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32787196b -- https://gallica.bnf.fr/ark:/12148/cb32787196b/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5361182";"texte -- text -- publication en série imprimée -- printed serial";"Le Gaulois : littéraire et politique";"";"Pène, Henri de (1830-1888). Directeur de publication -- Tarbé des Sablons, Edmond Joseph Louis (1838-1900). Directeur de publication -- Meyer, Arthur (1844-1924). Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (Numéro 13322). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"94503";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32779904b -- https://gallica.bnf.fr/ark:/12148/cb32779904b/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7537330s";"texte -- text -- publication en série imprimée -- printed serial";"Gil Blas / dir. A. Dumont";"";"Dumont, Auguste (1816-1885). Directeur de publication -- Gugenheim, Eugène (1857-1921). Directeur de publication -- Mortier, Pierre (1882-1946). Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (N18558,A36). -- ";"53031";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-209";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344298410 -- https://gallica.bnf.fr/ark:/12148/cb344298410/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k715361d";"texte -- text -- publication en série imprimée -- printed serial";"L'Univers";"";"Veuillot, Louis (1813-1883). Rédacteur -- Veuillot, Pierre (1859-1907). Rédacteur -- Veuillot, François (1870-1952). Rédacteur";" (Paris)";"1914-04-11";"11 avril 1914 -- 1914/04/11 (Numéro 16238). -- ";"70622";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34520232c -- https://gallica.bnf.fr/ark:/12148/cb34520232c/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k75343407";"texte -- text -- publication en série imprimée -- printed serial";"Gil Blas / dir. A. Dumont";"";"Dumont, Auguste (1816-1885). Directeur de publication -- Gugenheim, Eugène (1857-1921). Directeur de publication -- Mortier, Pierre (1882-1946). Directeur de publication";" (Paris)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (A36,N18614). -- ";"53031";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-209";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344298410 -- https://gallica.bnf.fr/ark:/12148/cb344298410/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k76034020";"texte -- text -- publication en série imprimée -- printed serial";"Le Radical";"";"Maret, Henry (1837-1917). Rédacteur -- Simond, Victor. Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (A35). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-210";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32847124t -- https://gallica.bnf.fr/ark:/12148/cb32847124t/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5703065z";"texte -- text -- publication en série imprimée -- printed serial";"La Renaissance : politique, littéraire et artistique / dir. Henry Lapauze";"";"Lapauze, Henry (1867-1925). Directeur de publication -- Lapauze, Marie-Paule (1889-1975). Directeur de publication";" (Paris)";"1914-03-28";"28 mars 1914 -- 1914/03/28 (A2,N13). --  -- Appartient à l’ensemble documentaire : Pam1";"8435";"Bibliothèque nationale de France, département Littérature et art, FOL-Z-1097";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32850844w -- https://gallica.bnf.fr/ark:/12148/cb32850844w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7552459m";"texte -- text -- publication en série imprimée -- printed serial";"Le Rappel / directeur gérant Albert Barbieux";"";"Barbieux, Albert. Directeur de publication";" (Paris)";"1914-04-05";"05 avril 1914 -- 1914/04/05 (N16122). --  -- Appartient à l’ensemble documentaire : BnPlCo00";"79956";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-43";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328479063 -- https://gallica.bnf.fr/ark:/12148/cb328479063/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k786932k";"texte -- text -- publication en série imprimée -- printed serial";"L'Intransigeant";"";"Rochefort, Henri (1831-1913). Directeur de publication";" (Paris)";"1913-12-09";"09 décembre 1913 -- 1913/12/09 (Numéro 12200). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"118699";"Bibliothèque nationale de France, Gr Fol Lc2-3980";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32793876w -- https://gallica.bnf.fr/ark:/12148/cb32793876w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k47394452";"texte -- text -- publication en série imprimée -- printed serial";"Le Bonnet rouge / réd. Miguel Almereyda ; secrétaire général Eugène Merle";"";"Almereyda, Miguel (1885-1917). Rédacteur -- Merle, Eugène (1884-1938). Éditeur scientifique";" (Paris)";"1914-07-12";"12 juillet 1914 -- 1914/07/12 (A2,N127). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-96";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431415m -- https://gallica.bnf.fr/ark:/12148/cb34431415m/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k3393751";"texte -- text -- publication en série imprimée -- printed serial";"La Dépêche de Brest : journal politique et maritime [\"puis\" journal de l'Union républicaine \"puis\" journal républicain quotidien \"puis\" quotidien républicain du matin]...";"Union républicaine (France). Auteur du texte";"";" (Brest)";"1914-07-23";"23 juillet 1914 -- 1914/07/23 (A28,N10586). --  -- Appartient à l’ensemble documentaire : GMBrst001";"";"Bibliothèque municipale de Brest, PB A100";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32755951g -- https://gallica.bnf.fr/ark:/12148/cb32755951g/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k46021162";"texte -- text -- publication en série imprimée -- printed serial";"Excelsior : journal illustré quotidien : informations, littérature, sciences, arts, sports, théâtre, élégances";"";"Lafitte, Pierre (1872-1938). Directeur de publication";" (Paris)";"1914-01-13";"13 janvier 1914 -- 1914/01/13 (A5,N1155). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-228";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32771891w -- https://gallica.bnf.fr/ark:/12148/cb32771891w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5679847b";"texte -- text -- publication en série imprimée -- printed serial";"L'Étoile du Nord : journal hebdomadaire d'informations, finance, publicité...";"";"";" (Roubaix)";"1914-05-10";"10 mai 1914 -- 1914/05/10 (A2,N20). --  -- Appartient à l’ensemble documentaire : NordPdeC1";"121";"Bibliothèque nationale de France, département Droit, économie, politique, JO-57259";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327703542 -- https://gallica.bnf.fr/ark:/12148/cb327703542/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k289921n";"texte -- text -- publication en série imprimée -- printed serial";"Figaro : journal non politique";"";"Villemessant, Hippolyte de (1810-1879). Directeur de publication -- Jouvin, Benoît (1810-1886). Directeur de publication";" (Paris)";"1913-04-17";"17 avril 1913 -- 1913/04/17 (Numéro 107). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"164718";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34355551z -- https://gallica.bnf.fr/ark:/12148/cb34355551z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k2901891";"texte -- text -- publication en série imprimée -- printed serial";"Figaro : journal non politique";"";"Villemessant, Hippolyte de (1810-1879). Directeur de publication -- Jouvin, Benoît (1810-1886). Directeur de publication";" (Paris)";"1914-01-08";"08 janvier 1914 -- 1914/01/08 (Numéro 8). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"164718";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34355551z -- https://gallica.bnf.fr/ark:/12148/cb34355551z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k290240j";"texte -- text -- publication en série imprimée -- printed serial";"Figaro : journal non politique";"";"Villemessant, Hippolyte de (1810-1879). Directeur de publication -- Jouvin, Benoît (1810-1886). Directeur de publication";" (Paris)";"1914-02-28";"28 février 1914 -- 1914/02/28 (Numéro 59). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"164718";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34355551z -- https://gallica.bnf.fr/ark:/12148/cb34355551z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7534337r";"texte -- text -- publication en série imprimée -- printed serial";"Gil Blas / dir. A. Dumont";"";"Dumont, Auguste (1816-1885). Directeur de publication -- Gugenheim, Eugène (1857-1921). Directeur de publication -- Mortier, Pierre (1882-1946). Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (A36,N18611). -- ";"53031";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-209";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344298410 -- https://gallica.bnf.fr/ark:/12148/cb344298410/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k2900767";"texte -- text -- publication en série imprimée -- printed serial";"Figaro : journal non politique";"";"Villemessant, Hippolyte de (1810-1879). Directeur de publication -- Jouvin, Benoît (1810-1886). Directeur de publication";" (Paris)";"1913-09-18";"18 septembre 1913 -- 1913/09/18 (Numéro 261). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"164718";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34355551z -- https://gallica.bnf.fr/ark:/12148/cb34355551z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k2903553";"texte -- text -- publication en série imprimée -- printed serial";"Figaro : journal non politique";"";"Villemessant, Hippolyte de (1810-1879). Directeur de publication -- Jouvin, Benoît (1810-1886). Directeur de publication";" (Paris)";"1914-06-23";"23 juin 1914 -- 1914/06/23 (Numéro 174). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"164718";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34355551z -- https://gallica.bnf.fr/ark:/12148/cb34355551z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k536228q";"texte -- text -- publication en série imprimée -- printed serial";"Le Gaulois : littéraire et politique";"";"Pène, Henri de (1830-1888). Directeur de publication -- Tarbé des Sablons, Edmond Joseph Louis (1838-1900). Directeur de publication -- Meyer, Arthur (1844-1924). Directeur de publication";" (Paris)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (Numéro 13432). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"94503";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32779904b -- https://gallica.bnf.fr/ark:/12148/cb32779904b/date"
