"URL d'accès au document";"Type de document";"Titre";"Auteurs";"Contributeur";"Éditeurs";"Date d'édition";"Description";"Nombre de Vues";"Provenance";"Droits";"Ark Catalogue"
"https://gallica.bnf.fr/ark:/12148/bpt6k2418775";"texte -- text -- publication en série imprimée -- printed serial";"Le Temps";"";"Nefftzer, Auguste (1820-1876). Fondateur de la publication. Directeur de publication -- Hébrard, Adrien (1833-1914). Directeur de publication";" (Paris)";"1914-07-25";"25 juillet 1914 -- 1914/07/25 (Numéro 19376s). --  -- Appartient à l’ensemble documentaire : FranceJp0 -- Appartient à l’ensemble documentaire : BnPlCo00";"137484";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431794k -- https://gallica.bnf.fr/ark:/12148/cb34431794k/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k2418686";"texte -- text -- publication en série imprimée -- printed serial";"Le Temps";"";"Nefftzer, Auguste (1820-1876). Fondateur de la publication. Directeur de publication -- Hébrard, Adrien (1833-1914). Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (Numéro 19372). --  -- Appartient à l’ensemble documentaire : FranceJp0 -- Appartient à l’ensemble documentaire : BnPlCo00";"137484";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431794k -- https://gallica.bnf.fr/ark:/12148/cb34431794k/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7574869j";"texte -- text -- publication en série imprimée -- printed serial";"Le XIXe siècle : journal quotidien politique et littéraire / directeur-rédacteur en chef : Gustave Chadeuil";"";"Chadeuil, Gustave (1821-1896). Directeur de publication";" (Paris)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (N16232). --  Note : GG14181. -- Appartient à l'ensemble documentaire : GG14181";"68249";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-199";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32757974m -- https://gallica.bnf.fr/ark:/12148/cb32757974m/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k65565664";"texte -- text -- publication en série imprimée -- printed serial";"Femina : publication bi-mensuelle illustrée";"";"";" (Paris)";"1914-01-01";"01 janvier 1914 -- 1914/01/01 (A14,N311). --  Note : GG14181. -- Appartient à l'ensemble documentaire : GG14181";"5459";"Bibliothèque nationale de France, département Littérature et art, FOL-Z-876";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34415871r -- https://gallica.bnf.fr/ark:/12148/cb34415871r/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k75748669";"texte -- text -- publication en série imprimée -- printed serial";"Le XIXe siècle : journal quotidien politique et littéraire / directeur-rédacteur en chef : Gustave Chadeuil";"";"Chadeuil, Gustave (1821-1896). Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (N16229). --  Note : GG14181. -- Appartient à l'ensemble documentaire : GG14181";"68249";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-199";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32757974m -- https://gallica.bnf.fr/ark:/12148/cb32757974m/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7576065r";"texte -- text -- publication en série imprimée -- printed serial";"L'Echo d'Alger : journal républicain du matin";"";"";" (Alger)";"1914-07-23";"23 juillet 1914 -- 1914/07/23 (N860,A3). --  Note : GG14181. -- Appartient à l'ensemble documentaire : GG14181 -- Appartient à l’ensemble documentaire : RfnEns0 -- Appartient à l’ensemble documentaire : RfnAfn1 -- Appartient à l’ensemble documentaire : RfnDHom1";"67558";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-10396";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb327596899 -- https://gallica.bnf.fr/ark:/12148/cb327596899/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k535812p";"texte -- text -- publication en série imprimée -- printed serial";"Le Gaulois : littéraire et politique";"";"Pène, Henri de (1830-1888). Directeur de publication -- Tarbé des Sablons, Edmond Joseph Louis (1838-1900). Directeur de publication -- Meyer, Arthur (1844-1924). Directeur de publication";" (Paris)";"1913-06-03";"03 juin 1913 -- 1913/06/03 (Numéro 13016). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"94503";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32779904b -- https://gallica.bnf.fr/ark:/12148/cb32779904b/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k536225k";"texte -- text -- publication en série imprimée -- printed serial";"Le Gaulois : littéraire et politique";"";"Pène, Henri de (1830-1888). Directeur de publication -- Tarbé des Sablons, Edmond Joseph Louis (1838-1900). Directeur de publication -- Meyer, Arthur (1844-1924). Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (Numéro 13429). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : BnPlCo00";"94503";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32779904b -- https://gallica.bnf.fr/ark:/12148/cb32779904b/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k6519662n";"texte -- text -- publication en série imprimée -- printed serial";"Messidor : revue bi-mensuelle illustrée";"";"";" (Paris)";"1913-12-20";"20 décembre 1913 -- 1913/12/20 (N4). --  Note : GG14181. -- Appartient à l'ensemble documentaire : GG14181";"473";"L'Argonnaute (La Contemporaine)., 2013-54222";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328153399 -- https://gallica.bnf.fr/ark:/12148/cb328153399/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5805187r";"texte -- text -- publication en série imprimée -- printed serial";"Les Annales politiques et littéraires : revue populaire paraissant le dimanche / dir. Adolphe Brisson";"";"";" (Paris)";"1913-07-27";"27 juillet 1913 -- 1913/07/27 (A31,N1570). --  -- Appartient à l’ensemble documentaire : Pam1";"42932";"Bibliothèque nationale de France, département Collections numérisées, 2009-34518";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34429261z -- https://gallica.bnf.fr/ark:/12148/cb34429261z/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k75988930";"texte -- text -- publication en série imprimée -- printed serial";"Le Journal";"";"Xau, Fernand (1852-1899). Directeur de publication -- Letellier, Henri (1867-1960). Directeur de publication";" (Paris)";"1914-04-06";"06 avril 1914 -- 1914/04/06 (N7862). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-220";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34473289x -- https://gallica.bnf.fr/ark:/12148/cb34473289x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7599364v";"texte -- text -- publication en série imprimée -- printed serial";"Le Journal";"";"Xau, Fernand (1852-1899). Directeur de publication -- Letellier, Henri (1867-1960). Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (N7968). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-220";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34473289x -- https://gallica.bnf.fr/ark:/12148/cb34473289x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k75372699";"texte -- text -- publication en série imprimée -- printed serial";"Gil Blas / dir. A. Dumont";"";"Dumont, Auguste (1816-1885). Directeur de publication -- Gugenheim, Eugène (1857-1921). Directeur de publication -- Mortier, Pierre (1882-1946). Directeur de publication";" (Paris)";"1914-02-03";"03 février 1914 -- 1914/02/03 (N18497,A36). -- ";"53031";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-209";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344298410 -- https://gallica.bnf.fr/ark:/12148/cb344298410/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k54227899";"texte -- text -- publication en série imprimée -- printed serial";"La Culture physique : revue bi-mensuelle illustrée";"";"Surier, Albert (1871-1944). Directeur de publication";" (Paris)";"1913-10-01";"01 octobre 1913 -- 1913/10/01 (A10,N210). -- ";"15531";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb344303451 -- https://gallica.bnf.fr/ark:/12148/cb344303451/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5703060w";"texte -- text -- publication en série imprimée -- printed serial";"La Renaissance : politique, littéraire et artistique / dir. Henry Lapauze";"";"Lapauze, Henry (1867-1925). Directeur de publication -- Lapauze, Marie-Paule (1889-1975). Directeur de publication";" (Paris)";"1914-03-07";"07 mars 1914 -- 1914/03/07 (A2,N10). --  -- Appartient à l’ensemble documentaire : Pam1";"8435";"Bibliothèque nationale de France, département Littérature et art, FOL-Z-1097";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32850844w -- https://gallica.bnf.fr/ark:/12148/cb32850844w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k241762m";"texte -- text -- publication en série imprimée -- printed serial";"Le Temps";"";"Nefftzer, Auguste (1820-1876). Fondateur de la publication. Directeur de publication -- Hébrard, Adrien (1833-1914). Directeur de publication";" (Paris)";"1914-04-06";"06 avril 1914 -- 1914/04/06 (Numéro 19267). --  -- Appartient à l’ensemble documentaire : FranceJp0 -- Appartient à l’ensemble documentaire : BnPlCo00";"137484";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431794k -- https://gallica.bnf.fr/ark:/12148/cb34431794k/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k241780j";"texte -- text -- publication en série imprimée -- printed serial";"Le Temps";"";"Nefftzer, Auguste (1820-1876). Fondateur de la publication. Directeur de publication -- Hébrard, Adrien (1833-1914). Directeur de publication";" (Paris)";"1914-04-24";"24 avril 1914 -- 1914/04/24 (Numéro 19285). --  -- Appartient à l’ensemble documentaire : FranceJp0 -- Appartient à l’ensemble documentaire : BnPlCo00";"137484";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34431794k -- https://gallica.bnf.fr/ark:/12148/cb34431794k/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5703069m";"texte -- text -- publication en série imprimée -- printed serial";"La Renaissance : politique, littéraire et artistique / dir. Henry Lapauze";"";"Lapauze, Henry (1867-1925). Directeur de publication -- Lapauze, Marie-Paule (1889-1975). Directeur de publication";" (Paris)";"1914-04-11";"11 avril 1914 -- 1914/04/11 (A2,N15). --  -- Appartient à l’ensemble documentaire : Pam1";"8435";"Bibliothèque nationale de France, département Littérature et art, FOL-Z-1097";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32850844w -- https://gallica.bnf.fr/ark:/12148/cb32850844w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7598914q";"texte -- text -- publication en série imprimée -- printed serial";"Le Journal";"";"Xau, Fernand (1852-1899). Directeur de publication -- Letellier, Henri (1867-1960). Directeur de publication";" (Paris)";"1914-04-27";"27 avril 1914 -- 1914/04/27 (N7883). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-220";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34473289x -- https://gallica.bnf.fr/ark:/12148/cb34473289x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7624506v";"texte -- text -- publication en série imprimée -- printed serial";"Le Journal";"";"Xau, Fernand (1852-1899). Directeur de publication -- Letellier, Henri (1867-1960). Directeur de publication";" (Paris)";"1913-01-27";"27 janvier 1913 -- 1913/01/27 (N7428). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-220";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34473289x -- https://gallica.bnf.fr/ark:/12148/cb34473289x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k75525700";"texte -- text -- publication en série imprimée -- printed serial";"Le Rappel / directeur gérant Albert Barbieux";"";"Barbieux, Albert. Directeur de publication";" (Paris)";"1914-07-25";"25 juillet 1914 -- 1914/07/25 (N16233). --  -- Appartient à l’ensemble documentaire : BnPlCo00";"79956";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-43";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328479063 -- https://gallica.bnf.fr/ark:/12148/cb328479063/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7552569b";"texte -- text -- publication en série imprimée -- printed serial";"Le Rappel / directeur gérant Albert Barbieux";"";"Barbieux, Albert. Directeur de publication";" (Paris)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (N16232). --  -- Appartient à l’ensemble documentaire : BnPlCo00";"79956";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-43";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328479063 -- https://gallica.bnf.fr/ark:/12148/cb328479063/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k75525663";"texte -- text -- publication en série imprimée -- printed serial";"Le Rappel / directeur gérant Albert Barbieux";"";"Barbieux, Albert. Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (N16229). --  -- Appartient à l’ensemble documentaire : BnPlCo00";"79956";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-43";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328479063 -- https://gallica.bnf.fr/ark:/12148/cb328479063/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k753228s";"texte -- text -- publication en série imprimée -- printed serial";"L'Aurore : littéraire, artistique, sociale / dir. Ernest Vaughan ; réd. Georges Clemenceau";"";"Vaughan, Ernest (1841-1929). Directeur de publication";" (Paris)";"1913-01-26";"26 janvier 1913 -- 1913/01/26 (Numéro 5541). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"24412";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32706846t -- https://gallica.bnf.fr/ark:/12148/cb32706846t/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k46422635";"texte -- text -- publication en série imprimée -- printed serial";"La Charente";"";"";" (Angoulême)";"1913-04-14";"14 avril 1913 -- 1913/04/14 (A42,N27551). --  -- Appartient à l’ensemble documentaire : PoitouCh1";"";"Bibliothèque nationale de France, département Droit, économie, politique, JO-12268";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32740226x -- https://gallica.bnf.fr/ark:/12148/cb32740226x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5081542k";"texte -- text -- publication en série imprimée -- printed serial";"Le Héraut : hebdomadaire franciscain";"";"";" (Roubaix)";"1914-06-13";"13 juin 1914 -- 1914/06/13 (A1,N37). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JO-30309";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32786417s -- https://gallica.bnf.fr/ark:/12148/cb32786417s/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k786902j";"texte -- text -- publication en série imprimée -- printed serial";"L'Intransigeant";"";"Rochefort, Henri (1831-1913). Directeur de publication";" (Paris)";"1913-11-09";"09 novembre 1913 -- 1913/11/09 (Numéro 12170). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"118699";"Bibliothèque nationale de France, Gr Fol Lc2-3980";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32793876w -- https://gallica.bnf.fr/ark:/12148/cb32793876w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k786647w";"texte -- text -- publication en série imprimée -- printed serial";"L'Intransigeant";"";"Rochefort, Henri (1831-1913). Directeur de publication";" (Paris)";"1913-03-04";"04 mars 1913 -- 1913/03/04 (Numéro 11920). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"118699";"Bibliothèque nationale de France, Gr Fol Lc2-3980";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32793876w -- https://gallica.bnf.fr/ark:/12148/cb32793876w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4720693r";"texte -- text -- publication en série imprimée -- printed serial";"Paris-midi : seul journal quotidien paraissant à midi / dir. Maurice de Waleffe";"";"De Waleffe, Maurice (1874-1946). Directeur de publication";" (Paris)";"1914-07-31";"31 juillet 1914 -- 1914/07/31 (A4,N1271). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-229";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32832672n -- https://gallica.bnf.fr/ark:/12148/cb32832672n/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7867866";"texte -- text -- publication en série imprimée -- printed serial";"L'Intransigeant";"";"Rochefort, Henri (1831-1913). Directeur de publication";" (Paris)";"1913-07-16";"16 juillet 1913 -- 1913/07/16 (Numéro 12054). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"118699";"Bibliothèque nationale de France, Gr Fol Lc2-3980";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32793876w -- https://gallica.bnf.fr/ark:/12148/cb32793876w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k570954q";"texte -- text -- publication en série imprimée -- printed serial";"Le Matin : derniers télégrammes de la nuit";"";"Edwards, Alfred (1856-1914). Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (Numéro 11102). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"123753";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328123058 -- https://gallica.bnf.fr/ark:/12148/cb328123058/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k484936x";"texte -- text -- publication en série imprimée -- printed serial";"Journal des débats politiques et littéraires";"";"";" (Paris)";"1913-06-04";"04 juin 1913 -- 1913/06/04 (Numéro 154). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : MAEDIGen0 -- Appartient à l’ensemble documentaire : MAEDI001 -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1 -- Appartient à l’ensemble documentaire : EnPC000 -- Appartient à l’ensemble documentaire : EnPCthèm04";"200316";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb39294634r -- https://gallica.bnf.fr/ark:/12148/cb39294634r/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k597914r";"texte -- text -- publication en série imprimée -- printed serial";"La Presse";"";"Girardin, Émile de (1806-1881). Directeur de publication -- Laguerre, Georges (1858-1912). Directeur de publication";" (Paris)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (Numéro 8019). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"124274";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34448033b -- https://gallica.bnf.fr/ark:/12148/cb34448033b/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4853514";"texte -- text -- publication en série imprimée -- printed serial";"Journal des débats politiques et littéraires";"";"";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (Numéro 200). --  -- Appartient à l’ensemble documentaire : Pam1 -- Appartient à l’ensemble documentaire : MAEDIGen0 -- Appartient à l’ensemble documentaire : MAEDI001 -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1 -- Appartient à l’ensemble documentaire : EnPC000 -- Appartient à l’ensemble documentaire : EnPCthèm04";"200316";"Bibliothèque nationale de France";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb39294634r -- https://gallica.bnf.fr/ark:/12148/cb39294634r/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5651352";"texte -- text -- publication en série imprimée -- printed serial";"Le Petit Parisien : journal quotidien du soir";"";"Roujon, Jacques (1884-1971). Directeur de publication";" (Paris)";"1914-07-23";"23 juillet 1914 -- 1914/07/23 (Numéro 13781). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"126844";"Bibliothèque nationale de France, Gr Fol-Lc2-3850";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34419111x -- https://gallica.bnf.fr/ark:/12148/cb34419111x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5651339";"texte -- text -- publication en série imprimée -- printed serial";"Le Petit Parisien : journal quotidien du soir";"";"Roujon, Jacques (1884-1971). Directeur de publication";" (Paris)";"1914-07-21";"21 juillet 1914 -- 1914/07/21 (Numéro 13779). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"126844";"Bibliothèque nationale de France, Gr Fol-Lc2-3850";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34419111x -- https://gallica.bnf.fr/ark:/12148/cb34419111x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k52775254";"texte -- text -- publication en série imprimée -- printed serial";"L'Indépendant des Basses-Pyrénées : paraissant les lundi, mercredi et vendredi [\"puis\" paraissant tous les jours excepté le dimanche \"puis\" journal républicain quotidien \"puis\" le mieux informé des journaux de la région]";"";"Garet, Émile (1829-1912). Directeur de publication";" (Pau)";"1914-07-25";"25 juillet 1914 -- 1914/07/25 (A47,N219). --  -- Appartient à l’ensemble documentaire : PrnS001 -- Appartient à l’ensemble documentaire : PrnS001";"";"Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau, Ee 3218";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34416250c -- https://gallica.bnf.fr/ark:/12148/cb34416250c/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k52771621";"texte -- text -- publication en série imprimée -- printed serial";"L'Indépendant des Basses-Pyrénées : paraissant les lundi, mercredi et vendredi [\"puis\" paraissant tous les jours excepté le dimanche \"puis\" journal républicain quotidien \"puis\" le mieux informé des journaux de la région]";"";"Garet, Émile (1829-1912). Directeur de publication";" (Pau)";"1913-05-16";"16 mai 1913 -- 1913/05/16 (A46,N176). --  -- Appartient à l’ensemble documentaire : PrnS001 -- Appartient à l’ensemble documentaire : PrnS001";"";"Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau, Ee 3218";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34416250c -- https://gallica.bnf.fr/ark:/12148/cb34416250c/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k565136f";"texte -- text -- publication en série imprimée -- printed serial";"Le Petit Parisien : journal quotidien du soir";"";"Roujon, Jacques (1884-1971). Directeur de publication";" (Paris)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (Numéro 13782). --  -- Appartient à l’ensemble documentaire : GCFeTra -- Appartient à l’ensemble documentaire : GCGen1";"126844";"Bibliothèque nationale de France, Gr Fol-Lc2-3850";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34419111x -- https://gallica.bnf.fr/ark:/12148/cb34419111x/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k5277524q";"texte -- text -- publication en série imprimée -- printed serial";"L'Indépendant des Basses-Pyrénées : paraissant les lundi, mercredi et vendredi [\"puis\" paraissant tous les jours excepté le dimanche \"puis\" journal républicain quotidien \"puis\" le mieux informé des journaux de la région]";"";"Garet, Émile (1829-1912). Directeur de publication";" (Pau)";"1914-07-24";"24 juillet 1914 -- 1914/07/24 (A47,N218). --  -- Appartient à l’ensemble documentaire : PrnS001 -- Appartient à l’ensemble documentaire : PrnS001";"";"Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau, Ee 3218";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34416250c -- https://gallica.bnf.fr/ark:/12148/cb34416250c/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4798301w";"texte -- text -- publication en série imprimée -- printed serial";"La Liberté";"";"Muller, Charles. Directeur de publication -- Girardin, Émile de (1806-1881). Directeur de publication -- Détroyat, Léonce (1829-1898). Directeur de publication -- Berthoulat, Georges (1859-1930). Directeur de publication -- Aymard, Camille (1881-1964). Directeur de publication -- Ferry, Désiré (1886-1940). Directeur de publication -- Doriot, Jacques (1898-1945). Directeur de publication";" (Paris)";"1913-11-20";"20 novembre 1913 -- 1913/11/20 (A48,N17426). --  -- Appartient à l’ensemble documentaire : BnPlCo00";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-189";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb328066631 -- https://gallica.bnf.fr/ark:/12148/cb328066631/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4602419b";"texte -- text -- publication en série imprimée -- printed serial";"Excelsior : journal illustré quotidien : informations, littérature, sciences, arts, sports, théâtre, élégances";"";"Lafitte, Pierre (1872-1938). Directeur de publication";" (Paris)";"1913-10-15";"15 octobre 1913 -- 1913/10/15 (A4,N1065). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-228";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32771891w -- https://gallica.bnf.fr/ark:/12148/cb32771891w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k4602184w";"texte -- text -- publication en série imprimée -- printed serial";"Excelsior : journal illustré quotidien : informations, littérature, sciences, arts, sports, théâtre, élégances";"";"Lafitte, Pierre (1872-1938). Directeur de publication";" (Paris)";"1914-03-21";"21 mars 1914 -- 1914/03/21 (A5,N1222). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-228";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32771891w -- https://gallica.bnf.fr/ark:/12148/cb32771891w/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7653077q";"texte -- text -- publication en série imprimée -- printed serial";"Comoedia / rédacteur en chef : Gaston de Pawlowski";"";"Pawlowski, Gaston de (1874-1933). Directeur de publication";" (Paris)";"1914-07-19";"19 juillet 1914 -- 1914/07/19 (A8,N2482). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-123";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32745939d -- https://gallica.bnf.fr/ark:/12148/cb32745939d/date"
"https://gallica.bnf.fr/ark:/12148/bpt6k7628565z";"texte -- text -- publication en série imprimée -- printed serial";"Le Journal";"";"Xau, Fernand (1852-1899). Directeur de publication -- Letellier, Henri (1867-1960). Directeur de publication";" (Paris)";"1913-11-19";"19 novembre 1913 -- 1913/11/19 (N7724). -- ";"";"Bibliothèque nationale de France, département Droit, économie, politique, JOD-220";"domaine public -- public domain";"Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34473289x -- https://gallica.bnf.fr/ark:/12148/cb34473289x/date"
